[13:43:02]  [System] A corrupted file has been entered. Requesting new one... 
[18:15:43]  [TCP] File data received: 47104
[18:15:43]  [TCP] File data received: 49152
[18:15:43]  [TCP] File data received: 51200
[18:15:43]  [TCP] File data received: 53248
[18:15:43]  [TCP] File data received: 55296
[18:15:43]  [TCP] File data received: 57344
[18:15:43]  [TCP] File data received: 59392
[18:15:43]  [TCP] File data received: 61440
[18:15:43]  [TCP] File data received: 63488
[18:15:43]  [TCP] File data received: 65536
[18:15:43]  [TCP] File data received: 67584
[18:15:43]  [TCP] File data received: 69632
[18:15:43]  [TCP] File data received: 71680
[18:15:43]  [TCP] File data received: 73728
[18:15:43]  [TCP] File data received: 75776
[18:15:43]  [TCP] File data received: 77824
[18:15:43]  [TCP] File data received: 79872
[18:15:43]  [TCP] File data received: 81920
[18:15:43]  [TCP] File data received: 83968
[18:15:43]  [TCP] File data received: 86016
[18:15:43]  [TCP] File data received: 88064
[18:15:43]  [TCP] File data received: 90112
[18:15:43]  [TCP] File data received: 92160
[18:15:43]  [TCP] File data received: 94208
[18:15:43]  [TCP] File data received: 96256
[18:15:43]  [TCP] File data received: 98304
[18:15:43]  [TCP] File data received: 100352
[18:15:43]  [TCP] File data received: 102400
[18:15:43]  [TCP] File data received: 104448
[18:15:43]  [TCP] File data received: 106496
[18:15:43]  [TCP] File data received: 108544
[18:15:43]  [TCP] File data received: 110592
[18:15:43]  [TCP] File data received: 112640
[18:15:43]  [TCP] File data received: 114688
[18:15:43]  [TCP] File data received: 116736
[18:15:43]  [TCP] File data received: 118784
[18:15:43]  [TCP] File data received: 120832
[18:15:43]  [TCP] File data received: 122880
[18:15:43]  [TCP] File data received: 124928
[18:15:43]  [TCP] File data received: 126976
[18:15:43]  [TCP] File data received: 129024
[18:15:43]  [TCP] File data received: 131072
[18:15:43]  [TCP] File data received: 133120
[18:15:43]  [TCP] File data received: 135168
[18:15:43]  [TCP] File data received: 137216
[18:15:43]  [TCP] File data received: 139264
[18:15:43]  [TCP] File data received: 141312
[18:15:43]  [TCP] File data received: 143360
[18:15:43]  [TCP] File data received: 145408
[18:15:43]  [TCP] File data received: 147456
[18:15:43]  [TCP] File data received: 149504
[18:15:43]  [TCP] File data received: 151552
[18:15:43]  [TCP] File data received: 153600
[18:15:43]  [TCP] File data received: 155648
[18:15:43]  [TCP] File data received: 157696
[18:15:43]  [TCP] File data received: 159744
[18:15:43]  [TCP] File data received: 161792
[18:15:43]  [TCP] File data received: 163840
[18:15:43]  [TCP] File data received: 165888
[18:15:43]  [TCP] File data received: 167936
[18:15:43]  [TCP] File data received: 169984
[18:15:43]  [TCP] File data received: 172032
[18:15:43]  [TCP] File data received: 174080
[18:15:43]  [TCP] File data received: 176128
[18:15:43]  [TCP] File data received: 178176
[18:15:43]  [TCP] File data received: 180224
[18:15:43]  [TCP] File data received: 182272
[18:15:43]  [TCP] File data received: 184320
[18:15:43]  [TCP] File data received: 186368
[18:15:43]  [TCP] File data received: 188416
[18:15:43]  [TCP] File data received: 190464
[18:15:43]  [TCP] File data received: 192512
[18:15:43]  [TCP] File data received: 194560
[18:15:43]  [TCP] File data received: 196608
[18:15:43]  [TCP] File data received: 198656
[18:15:43]  [TCP] File data received: 200704
[18:15:43]  [TCP] File data received: 202752
[18:15:43]  [TCP] File data received: 204800
[18:15:43]  [TCP] File data received: 206848
[18:15:43]  [TCP] File data received: 208896
[18:15:43]  [TCP] File data received: 210944
[18:15:43]  [TCP] File data received: 212992
[18:15:43]  [TCP] File data received: 215040
[18:15:43]  [TCP] File data received: 217088
[18:15:43]  [TCP] File data received: 219136
[18:15:43]  [TCP] File data received: 221184
[18:15:43]  [TCP] File data received: 223232
[18:15:43]  [TCP] File data received: 225280
[18:15:43]  [TCP] File data received: 227328
[18:15:43]  [TCP] File data received: 229376
[18:15:43]  [TCP] File data received: 231424
[18:15:43]  [TCP] File data received: 233472
[18:15:43]  [TCP] File data received: 235520
[18:15:43]  [TCP] File data received: 237568
[18:15:43]  [TCP] File data received: 239616
[18:15:43]  [TCP] File data received: 241664
[18:15:43]  [TCP] File data received: 243712
[18:15:43]  [TCP] File data received: 245760
[18:15:43]  [TCP] File data received: 247808
[18:15:43]  [TCP] File data received: 249856
[18:15:43]  [TCP] File data received: 251904
[18:15:43]  [TCP] File data received: 253952
[18:15:43]  [TCP] File data received: 256000
[18:15:43]  [TCP] File data received: 258048
[18:15:43]  [TCP] File data received: 260096
[18:15:43]  [TCP] File data received: 262144
[18:15:43]  [TCP] File data received: 264192
[18:15:43]  [TCP] File data received: 266240
[18:15:43]  [TCP] File data received: 268288
[18:15:43]  [TCP] File data received: 270336
[18:15:43]  [TCP] File data received: 272384
[18:15:43]  [TCP] File data received: 274432
[18:15:43]  [TCP] File data received: 276480
[18:15:43]  [TCP] File data received: 278528
[18:15:43]  [TCP] File data received: 280576
[18:15:43]  [TCP] File data received: 282624
[18:15:43]  [TCP] File data received: 284672
[18:15:43]  [TCP] File data received: 286720
[18:15:43]  [TCP] File data received: 288768
[18:15:43]  [TCP] File data received: 290816
[18:15:43]  [TCP] File data received: 292864
[18:15:43]  [TCP] File data received: 294912
[18:15:43]  [TCP] File data received: 296960
[18:15:43]  [TCP] File data received: 299008
[18:15:43]  [TCP] File data received: 301056
[18:15:43]  [TCP] File data received: 303104
[18:15:43]  [TCP] File data received: 305152
[18:15:43]  [TCP] File data received: 307200
[18:15:43]  [TCP] File data received: 309248
[18:15:43]  [TCP] File data received: 311296
[18:15:43]  [TCP] File data received: 313344
[18:15:43]  [TCP] File data received: 315392
[18:15:43]  [TCP] File data received: 317440
[18:15:43]  [TCP] File data received: 319488
[18:15:43]  [TCP] File data received: 321536
[18:15:43]  [TCP] File data received: 323584
[18:15:43]  [TCP] File data received: 325632
[18:15:43]  [TCP] File data received: 327680
[18:15:43]  [TCP] File data received: 329728
[18:15:43]  [TCP] File data received: 331776
[18:15:43]  [TCP] File data received: 333824
[18:15:43]  [TCP] File data received: 335872
[18:15:43]  [TCP] File data received: 337920
[18:15:43]  [TCP] File data received: 339968
[18:15:43]  [TCP] File data received: 342016
[18:15:43]  [TCP] File data received: 344064
[18:15:43]  [TCP] File data received: 346112
[18:15:43]  [TCP] File data received: 348160
[18:15:43]  [TCP] File data received: 350208
[18:15:43]  [TCP] File data received: 352256
[18:15:43]  [TCP] File data received: 354304
[18:15:43]  [TCP] File data received: 356352
[18:15:43]  [TCP] File data received: 358400
[18:15:43]  [TCP] File data received: 360448
[18:15:43]  [TCP] File data received: 362496
[18:15:43]  [TCP] File data received: 364544
[18:15:43]  [TCP] File data received: 366592
[18:15:43]  [TCP] File data received: 368640
[18:15:43]  [TCP] File data received: 370688
[18:15:43]  [TCP] File data received: 372736
[18:15:43]  [TCP] File data received: 374784
[18:15:43]  [TCP] File data received: 376832
[18:15:43]  [TCP] File data received: 378880
[18:15:43]  [TCP] File data received: 380928
[18:15:43]  [TCP] File data received: 382976
[18:15:43]  [TCP] File data received: 385024
[18:15:43]  [TCP] File data received: 387072
[18:15:43]  [TCP] File data received: 389120
[18:15:43]  [TCP] File data received: 391168
[18:15:43]  [TCP] File data received: 393216
[18:15:43]  [TCP] File data received: 395264
[18:15:43]  [TCP] File data received: 397312
[18:15:43]  [TCP] File data received: 399360
[18:15:43]  [TCP] File data received: 401408
[18:15:43]  [TCP] File data received: 403456
[18:15:43]  [TCP] File data received: 405504
[18:15:43]  [TCP] File data received: 407552
[18:15:43]  [TCP] File data received: 409600
[18:15:43]  [TCP] File data received: 411648
[18:15:43]  [TCP] File data received: 413696
[18:15:43]  [TCP] File data received: 415744
[18:15:43]  [TCP] File data received: 417792
[18:15:43]  [TCP] File data received: 419840
[18:15:43]  [TCP] File data received: 421888
[18:15:43]  [TCP] File data received: 423936
[18:15:43]  [TCP] File data received: 425984
[18:15:43]  [TCP] File data received: 428032
[18:15:43]  [TCP] File data received: 430080
[18:15:43]  [TCP] File data received: 432128
[18:15:43]  [TCP] File data received: 434176
[18:15:43]  [TCP] File data received: 436224
[18:15:43]  [TCP] File data received: 438272
[18:15:43]  [TCP] File data received: 440320
[18:15:43]  [TCP] File data received: 442368
[18:15:43]  [TCP] File data received: 444416
[18:15:43]  [TCP] File data received: 446464
[18:15:43]  [TCP] File data received: 448512
[18:15:43]  [TCP] File data received: 450560
[18:15:43]  [TCP] File data received: 452608
[18:15:43]  [TCP] File data received: 454656
[18:15:43]  [TCP] File data received: 456704
[18:15:43]  [TCP] File data received: 458752
[18:15:43]  [TCP] File data received: 460800
[18:15:43]  [TCP] File data received: 462848
[18:15:43]  [TCP] File data received: 464896
[18:15:43]  [TCP] File data received: 466944
[18:15:43]  [TCP] File data received: 468992
[18:15:43]  [TCP] File data received: 471040
[18:15:43]  [TCP] File data received: 473088
[18:15:43]  [TCP] File data received: 475136
[18:15:43]  [TCP] File data received: 477184
[18:15:43]  [TCP] File data received: 479232
[18:15:43]  [TCP] File data received: 481280
[18:15:43]  [TCP] File data received: 483328
[18:15:43]  [TCP] File data received: 485376
[18:15:43]  [TCP] File data received: 487424
[18:15:43]  [TCP] File data received: 489472
[18:15:43]  [TCP] File data received: 491520
[18:15:43]  [TCP] File data received: 493568
[18:15:43]  [TCP] File data received: 495616
[18:15:43]  [TCP] File data received: 497664
[18:15:43]  [TCP] File data received: 499712
[18:15:43]  [TCP] File data received: 501760
[18:15:43]  [TCP] File data received: 503808
[18:15:43]  [TCP] File data received: 505856
[18:15:43]  [TCP] File data received: 507904
[18:15:43]  [TCP] File data received: 509952
[18:15:43]  [TCP] File data received: 512000
[18:15:43]  [TCP] File data received: 514048
[18:15:43]  [TCP] File data received: 516096
[18:15:43]  [TCP] File data received: 518144
[18:15:43]  [TCP] File data received: 520192
[18:15:43]  [TCP] File data received: 522240
[18:15:43]  [TCP] File data received: 524288
[18:15:43]  [TCP] File data received: 526336
[18:15:43]  [TCP] File data received: 528384
[18:15:43]  [TCP] File data received: 530432
[18:15:43]  [TCP] File data received: 532480
[18:15:43]  [TCP] File data received: 534528
[18:15:43]  [TCP] File data received: 536576
[18:15:43]  [TCP] File data received: 538624
[18:15:43]  [TCP] File data received: 540672
[18:15:43]  [TCP] File data received: 542720
[18:15:43]  [TCP] File data received: 544768
[18:15:43]  [TCP] File data received: 546816
[18:15:43]  [TCP] File data received: 548864
[18:15:43]  [TCP] File data received: 550912
[18:15:43]  [TCP] File data received: 552960
[18:15:43]  [TCP] File data received: 555008
[18:15:43]  [TCP] File data received: 557056
[18:15:43]  [TCP] File data received: 559104
[18:15:43]  [TCP] File data received: 561152
[18:15:43]  [TCP] File data received: 563200
[18:15:43]  [TCP] File data received: 565248
[18:15:43]  [TCP] File data received: 567296
[18:15:43]  [TCP] File data received: 569344
[18:15:43]  [TCP] File data received: 571392
[18:15:43]  [TCP] File data received: 573440
[18:15:43]  [TCP] File data received: 575488
[18:15:43]  [TCP] File data received: 577536
[18:15:43]  [TCP] File data received: 579584
[18:15:43]  [TCP] File data received: 581632
[18:15:43]  [TCP] File data received: 583680
[18:15:43]  [TCP] File data received: 585728
[18:15:43]  [TCP] File data received: 587776
[18:15:43]  [TCP] File data received: 589824
[18:15:43]  [TCP] File data received: 591872
[18:15:43]  [TCP] File data received: 593920
[18:15:43]  [TCP] File data received: 595968
[18:15:43]  [TCP] File data received: 598016
[18:15:43]  [TCP] File data received: 600064
[18:15:43]  [TCP] File data received: 602112
[18:15:43]  [TCP] File data received: 604160
[18:15:43]  [TCP] File data received: 606208
[18:15:43]  [TCP] File data received: 608256
[18:15:43]  [TCP] File data received: 610304
[18:15:43]  [TCP] File data received: 612352
[18:15:43]  [TCP] File data received: 614400
[18:15:43]  [TCP] File data received: 616448
[18:15:43]  [TCP] File data received: 618496
[18:15:43]  [TCP] File data received: 620544
[18:15:43]  [TCP] File data received: 622592
[18:15:43]  [TCP] File data received: 624640
[18:15:43]  [TCP] File data received: 626688
[18:15:43]  [TCP] File data received: 628736
[18:15:43]  [TCP] File data received: 630784
[18:15:43]  [TCP] File data received: 632832
[18:15:43]  [TCP] File data received: 634880
[18:15:43]  [TCP] File data received: 636928
[18:15:43]  [TCP] File data received: 638976
[18:15:43]  [TCP] File data received: 641024
[18:15:43]  [TCP] File data received: 643072
[18:15:43]  [TCP] File data received: 645120
[18:15:43]  [TCP] File data received: 647168
[18:15:43]  [TCP] File data received: 649216
[18:15:43]  [TCP] File data received: 651264
[18:15:43]  [TCP] File data received: 653312
[18:15:43]  [TCP] File data received: 655360
[18:15:43]  [TCP] File data received: 657408
[18:15:43]  [TCP] File data received: 659456
[18:15:43]  [TCP] File data received: 661504
[18:15:43]  [TCP] File data received: 663552
[18:15:43]  [TCP] File data received: 665600
[18:15:43]  [TCP] File data received: 667648
[18:15:43]  [TCP] File data received: 669696
[18:15:43]  [TCP] File data received: 671744
[18:15:43]  [TCP] File data received: 673792
[18:15:43]  [TCP] File data received: 675840
[18:15:43]  [TCP] File data received: 677888
[18:15:43]  [TCP] File data received: 679936
[18:15:43]  [TCP] File data received: 681984
[18:15:43]  [TCP] File data received: 684032
[18:15:43]  [TCP] File data received: 686080
[18:15:43]  [TCP] File data received: 688128
[18:15:43]  [TCP] File data received: 690176
[18:15:43]  [TCP] File data received: 692224
[18:15:43]  [TCP] File data received: 694272
[18:15:43]  [TCP] File data received: 696320
[18:15:43]  [TCP] File data received: 698368
[18:15:43]  [TCP] File data received: 700416
[18:15:43]  [TCP] File data received: 702464
[18:15:43]  [TCP] File data received: 704512
[18:15:43]  [TCP] File data received: 706560
[18:15:43]  [TCP] File data received: 708608
[18:15:43]  [TCP] File data received: 710656
[18:15:43]  [TCP] File data received: 712704
[18:15:43]  [TCP] File data received: 714752
[18:15:43]  [TCP] File data received: 716800
[18:15:43]  [TCP] File data received: 718848
[18:15:43]  [TCP] File data received: 720896
[18:15:43]  [TCP] File data received: 722944
[18:15:43]  [TCP] File data received: 724992
[18:15:43]  [TCP] File data received: 727040
[18:15:43]  [TCP] File data received: 729088
[18:15:43]  [TCP] File data received: 731136
[18:15:43]  [TCP] File data received: 733184
[18:15:43]  [TCP] File data received: 735232
[18:15:43]  [TCP] File data received: 737280
[18:15:43]  [TCP] File data received: 739328
[18:15:43]  [TCP] File data received: 741376
[18:15:43]  [TCP] File data received: 743424
[18:15:43]  [TCP] File data received: 745472
[18:15:43]  [TCP] File data received: 747520
[18:15:43]  [TCP] File data received: 749568
[18:15:43]  [TCP] File data received: 751616
[18:15:43]  [TCP] File data received: 753664
[18:15:43]  [TCP] File data received: 755712
[18:15:43]  [TCP] File data received: 757760
[18:15:43]  [TCP] File data received: 759808
[18:15:43]  [TCP] File data received: 761856
[18:15:43]  [TCP] File data received: 763904
[18:15:43]  [TCP] File data received: 765952
[18:15:43]  [TCP] File data received: 768000
[18:15:43]  [TCP] File data received: 770048
[18:15:43]  [TCP] File data received: 772096
[18:15:43]  [TCP] File data received: 774144
[18:15:43]  [TCP] File data received: 776192
[18:15:43]  [TCP] File data received: 778240
[18:15:43]  [TCP] File data received: 780288
[18:15:43]  [TCP] File data received: 782336
[18:15:43]  [TCP] File data received: 784384
[18:15:43]  [TCP] File data received: 786432
[18:15:43]  [TCP] File data received: 788480
[18:15:43]  [TCP] File data received: 790528
[18:15:43]  [TCP] File data received: 792576
[18:15:43]  [TCP] File data received: 794624
[18:15:43]  [TCP] File data received: 796672
[18:15:43]  [TCP] File data received: 798720
[18:15:43]  [TCP] File data received: 800768
[18:15:43]  [TCP] File data received: 802816
[18:15:43]  [TCP] File data received: 804864
[18:15:43]  [TCP] File data received: 806912
[18:15:43]  [TCP] File data received: 808960
[18:15:43]  [TCP] File data received: 811008
[18:15:43]  [TCP] File data received: 813056
[18:15:43]  [TCP] File data received: 815104
[18:15:43]  [TCP] File data received: 817152
[18:15:43]  [TCP] File data received: 819200
[18:15:43]  [TCP] File data received: 821248
[18:15:43]  [TCP] File data received: 823296
[18:15:43]  [TCP] File data received: 825344
[18:15:43]  [TCP] File data received: 827392
[18:15:43]  [TCP] File data received: 829440
[18:15:43]  [TCP] File data received: 831488
[18:15:43]  [TCP] File data received: 833536
[18:15:43]  [TCP] File data received: 835584
[18:15:43]  [TCP] File data received: 837632
[18:15:43]  [TCP] File data received: 839680
[18:15:43]  [TCP] File data received: 841728
[18:15:43]  [TCP] File data received: 843776
[18:15:43]  [TCP] File data received: 845824
[18:15:43]  [TCP] File data received: 847872
[18:15:43]  [TCP] File data received: 849920
[18:15:43]  [TCP] File data received: 851968
[18:15:43]  [TCP] File data received: 854016
[18:15:43]  [TCP] File data received: 856064
[18:15:43]  [TCP] File data received: 858112
[18:15:43]  [TCP] File data received: 860160
[18:15:43]  [TCP] File data received: 862208
[18:15:43]  [TCP] File data received: 864256
[18:15:43]  [TCP] File data received: 866304
[18:15:43]  [TCP] File data received: 868352
[18:15:43]  [TCP] File data received: 870400
[18:15:43]  [TCP] File data received: 872448
[18:15:43]  [TCP] File data received: 874496
[18:15:43]  [TCP] File data received: 876544
[18:15:43]  [TCP] File data received: 878592
[18:15:43]  [TCP] File data received: 880640
[18:15:43]  [TCP] File data received: 882688
[18:15:43]  [TCP] File data received: 884736
[18:15:43]  [TCP] File data received: 886784
[18:15:43]  [TCP] File data received: 888832
[18:15:43]  [TCP] File data received: 890880
[18:15:43]  [TCP] File data received: 892928
[18:15:43]  [TCP] File data received: 894976
[18:15:43]  [TCP] File data received: 897024
[18:15:43]  [TCP] File data received: 899072
[18:15:43]  [TCP] File data received: 901120
[18:15:43]  [TCP] File data received: 903168
[18:15:43]  [TCP] File data received: 905216
[18:15:43]  [TCP] File data received: 907264
[18:15:43]  [TCP] File data received: 909312
[18:15:43]  [TCP] File data received: 911360
[18:15:43]  [TCP] File data received: 913408
[18:15:43]  [TCP] File data received: 915456
[18:15:43]  [TCP] File data received: 917504
[18:15:43]  [TCP] File data received: 919552
[18:15:43]  [TCP] File data received: 921600
[18:15:43]  [TCP] File data received: 923648
[18:15:43]  [TCP] File data received: 925696
[18:15:43]  [TCP] File data received: 927744
[18:15:43]  [TCP] File data received: 929792
[18:15:43]  [TCP] File data received: 931840
[18:15:43]  [TCP] File data received: 933888
[18:15:43]  [TCP] File data received: 935936
[18:15:43]  [TCP] File data received: 937984
[18:15:43]  [TCP] File data received: 940032
[18:15:43]  [TCP] File data received: 942080
[18:15:43]  [TCP] File data received: 944128
[18:15:43]  [TCP] File data received: 946176
[18:15:43]  [TCP] File data received: 948224
[18:15:43]  [TCP] File data received: 950272
[18:15:43]  [TCP] File data received: 952320
[18:15:43]  [TCP] File data received: 954368
[18:15:43]  [TCP] File data received: 956416
[18:15:43]  [TCP] File data received: 958464
[18:15:43]  [TCP] File data received: 960512
[18:15:43]  [TCP] File data received: 962560
[18:15:43]  [TCP] File data received: 964608
[18:15:43]  [TCP] File data received: 966656
[18:15:43]  [TCP] File data received: 968704
[18:15:43]  [TCP] File data received: 970752
[18:15:43]  [TCP] File data received: 972800
[18:15:43]  [TCP] File data received: 974848
[18:15:43]  [TCP] File data received: 976896
[18:15:43]  [TCP] File data received: 978944
[18:15:43]  [TCP] File data received: 980992
[18:15:43]  [TCP] File data received: 983040
[18:15:43]  [TCP] File data received: 985088
[18:15:43]  [TCP] File data received: 987136
[18:15:43]  [TCP] File data received: 989184
[18:15:43]  [TCP] File data received: 991232
[18:15:43]  [TCP] File data received: 993280
[18:15:43]  [TCP] File data received: 995328
[18:15:43]  [TCP] File data received: 997376
[18:15:43]  [TCP] File data received: 999424
[18:15:43]  [TCP] File data received: 1001472
[18:15:43]  [TCP] File data received: 1003520
[18:15:43]  [TCP] File data received: 1005568
[18:15:43]  [TCP] File data received: 1007616
[18:15:43]  [TCP] File data received: 1009664
[18:15:43]  [TCP] File data received: 1011712
[18:15:43]  [TCP] File data received: 1013760
[18:15:43]  [TCP] File data received: 1015808
[18:15:43]  [TCP] File data received: 1017856
[18:15:43]  [TCP] File data received: 1019904
[18:15:43]  [TCP] File data received: 1021952
[18:15:43]  [TCP] File data received: 1024000
[18:15:43]  [TCP] File data received: 1026048
[18:15:43]  [TCP] File data received: 1028096
[18:15:43]  [TCP] File data received: 1030144
[18:15:43]  [TCP] File data received: 1032192
[18:15:43]  [TCP] File data received: 1034240
[18:15:43]  [TCP] File data received: 1036288
[18:15:43]  [TCP] File data received: 1038336
[18:15:43]  [TCP] File data received: 1040384
[18:15:43]  [TCP] File data received: 1042432
[18:15:43]  [TCP] File data received: 1044480
[18:15:43]  [TCP] File data received: 1046528
[18:15:43]  [TCP] File data received: 1048576
[18:15:43]  [TCP] File data received: 1050624
[18:15:43]  [TCP] File data received: 1052672
[18:15:43]  [TCP] File data received: 1054720
[18:15:43]  [TCP] File data received: 1056768
[18:15:43]  [TCP] File data received: 1058816
[18:15:43]  [TCP] File data received: 1060864
[18:15:43]  [TCP] File data received: 1062912
[18:15:43]  [TCP] File data received: 1064960
[18:15:43]  [TCP] File data received: 1067008
[18:15:43]  [TCP] File data received: 1069056
[18:15:43]  [TCP] File data received: 1071104
[18:15:43]  [TCP] File data received: 1073152
[18:15:43]  [TCP] File data received: 1075200
[18:15:43]  [TCP] File data received: 1077248
[18:15:43]  [TCP] File data received: 1079296
[18:15:43]  [TCP] File data received: 1081344
[18:15:43]  [TCP] File data received: 1083392
[18:15:43]  [TCP] File data received: 1085440
[18:15:43]  [TCP] File data received: 1087488
[18:15:43]  [TCP] File data received: 1089536
[18:15:43]  [TCP] File data received: 1091584
[18:15:43]  [TCP] File data received: 1093632
[18:15:43]  [TCP] File data received: 1095680
[18:15:43]  [TCP] File data received: 1097728
[18:15:43]  [TCP] File data received: 1099776
[18:15:43]  [TCP] File data received: 1101824
[18:15:43]  [TCP] File data received: 1103872
[18:15:43]  [TCP] File data received: 1105920
[18:15:43]  [TCP] File data received: 1107968
[18:15:43]  [TCP] File data received: 1110016
[18:15:43]  [TCP] File data received: 1112064
[18:15:43]  [TCP] File data received: 1114112
[18:15:43]  [TCP] File data received: 1116160
[18:15:43]  [TCP] File data received: 1118208
[18:15:44]  [TCP] File data received: 1120256
[18:15:44]  [TCP] File data received: 1122304
[18:15:44]  [TCP] File data received: 1124352
[18:15:44]  [TCP] File data received: 1126400
[18:15:44]  [TCP] File data received: 1128448
[18:15:44]  [TCP] File data received: 1130496
[18:15:44]  [TCP] File data received: 1132544
[18:15:44]  [TCP] File data received: 1134592
[18:15:44]  [TCP] File data received: 1136640
[18:15:44]  [TCP] File data received: 1138688
[18:15:44]  [TCP] File data received: 1140736
[18:15:44]  [TCP] File data received: 1142784
[18:15:44]  [TCP] File data received: 1144832
[18:15:44]  [TCP] File data received: 1146880
[18:15:44]  [TCP] File data received: 1148928
[18:15:44]  [TCP] File data received: 1150976
[18:15:44]  [TCP] File data received: 1153024
[18:15:44]  [TCP] File data received: 1155072
[18:15:44]  [TCP] File data received: 1157120
[18:15:44]  [TCP] File data received: 1159168
[18:15:44]  [TCP] File data received: 1161216
[18:15:44]  [TCP] File data received: 1163264
[18:15:44]  [TCP] File data received: 1165312
[18:15:44]  [TCP] File data received: 1167360
[18:15:44]  [TCP] File data received: 1169408
[18:15:44]  [TCP] File data received: 1171456
[18:15:44]  [TCP] File data received: 1173504
[18:15:44]  [TCP] File data received: 1175552
[18:15:44]  [TCP] File data received: 1177600
[18:15:44]  [TCP] File data received: 1179648
[18:15:44]  [TCP] File data received: 1181696
[18:15:44]  [TCP] File data received: 1183744
[18:15:44]  [TCP] File data received: 1185792
[18:15:44]  [TCP] File data received: 1187840
[18:15:44]  [TCP] File data received: 1189888
[18:15:44]  [TCP] File data received: 1191936
[18:15:44]  [TCP] File data received: 1193984
[18:15:44]  [TCP] File data received: 1196032
[18:15:44]  [TCP] File data received: 1198080
[18:15:44]  [TCP] File data received: 1200128
[18:15:44]  [TCP] File data received: 1202176
[18:15:44]  [TCP] File data received: 1204224
[18:15:44]  [TCP] File data received: 1206272
[18:15:44]  [TCP] File data received: 1208320
[18:15:44]  [TCP] File data received: 1210368
[18:15:44]  [TCP] File data received: 1212416
[18:15:44]  [TCP] File data received: 1214464
[18:15:44]  [TCP] File data received: 1216512
[18:15:44]  [TCP] File data received: 1218560
[18:15:44]  [TCP] File data received: 1220608
[18:15:44]  [TCP] File data received: 1222656
[18:15:44]  [TCP] File data received: 1224704
[18:15:44]  [TCP] File data received: 1226752
[18:15:44]  [TCP] File data received: 1228800
[18:15:44]  [TCP] File data received: 1230848
[18:15:44]  [TCP] File data received: 1232896
[18:15:44]  [TCP] File data received: 1234944
[18:15:44]  [TCP] File data received: 1236992
[18:15:44]  [TCP] File data received: 1239040
[18:15:44]  [TCP] File data received: 1241088
[18:15:44]  [TCP] File data received: 1243136
[18:15:44]  [TCP] File data received: 1245184
[18:15:44]  [TCP] File data received: 1247232
[18:15:44]  [TCP] File data received: 1249280
[18:15:44]  [TCP] File data received: 1251328
[18:15:44]  [TCP] File data received: 1253376
[18:15:44]  [TCP] File data received: 1255424
[18:15:44]  [TCP] File data received: 1257472
[18:15:44]  [TCP] File data received: 1259520
[18:15:44]  [TCP] File data received: 1261568
[18:15:44]  [TCP] File data received: 1263616
[18:15:44]  [TCP] File data received: 1265664
[18:15:44]  [TCP] File data received: 1267712
[18:15:44]  [TCP] File data received: 1269760
[18:15:44]  [TCP] File data received: 1271808
[18:15:44]  [TCP] File data received: 1273856
[18:15:44]  [TCP] File data received: 1275904
[18:15:44]  [TCP] File data received: 1277952
[18:15:44]  [TCP] File data received: 1280000
[18:15:44]  [TCP] File data received: 1282048
[18:15:44]  [TCP] File data received: 1284096
[18:15:44]  [TCP] File data received: 1286144
[18:15:44]  [TCP] File data received: 1288192
[18:15:44]  [TCP] File data received: 1290240
[18:15:44]  [TCP] File data received: 1292288
[18:15:44]  [TCP] File data received: 1294336
[18:15:44]  [TCP] File data received: 1296384
[18:15:44]  [TCP] File data received: 1298432
[18:15:44]  [TCP] File data received: 1300480
[18:15:44]  [TCP] File data received: 1302528
[18:15:44]  [TCP] File data received: 1304576
[18:15:44]  [TCP] File data received: 1306624
[18:15:44]  [TCP] File data received: 1308672
[18:15:44]  [TCP] File data received: 1310720
[18:15:44]  [TCP] File data received: 1312768
[18:15:44]  [TCP] File data received: 1314816
[18:15:44]  [TCP] File data received: 1316864
[18:15:44]  [TCP] File data received: 1318912
[18:15:44]  [TCP] File data received: 1320960
[18:15:44]  [TCP] File data received: 1323008
[18:15:44]  [TCP] File data received: 1325056
[18:15:44]  [TCP] File data received: 1327104
[18:15:44]  [TCP] File data received: 1329152
[18:15:44]  [TCP] File data received: 1331200
[18:15:44]  [TCP] File data received: 1333248
[18:15:44]  [TCP] File data received: 1335296
[18:15:44]  [TCP] File data received: 1337344
[18:15:44]  [TCP] File data received: 1339392
[18:15:44]  [TCP] File data received: 1341440
[18:15:44]  [TCP] File data received: 1343488
[18:15:44]  [TCP] File data received: 1345536
[18:15:44]  [TCP] File data received: 1347584
[18:15:44]  [TCP] File data received: 1349632
[18:15:44]  [TCP] File data received: 1351680
[18:15:44]  [TCP] File data received: 1353728
[18:15:44]  [TCP] File data received: 1355776
[18:15:44]  [TCP] File data received: 1357824
[18:15:44]  [TCP] File data received: 1359872
[18:15:44]  [TCP] File data received: 1361920
[18:15:44]  [TCP] File data received: 1363968
[18:15:44]  [TCP] File data received: 1366016
[18:15:44]  [TCP] File data received: 1368064
[18:15:44]  [TCP] File data received: 1370112
[18:15:44]  [TCP] File data received: 1372160
[18:15:44]  [TCP] File data received: 1374208
[18:15:44]  [TCP] File data received: 1376256
[18:15:44]  [TCP] File data received: 1378304
[18:15:44]  [TCP] File data received: 1380352
[18:15:44]  [TCP] File data received: 1382400
[18:15:44]  [TCP] File data received: 1384448
[18:15:44]  [TCP] File data received: 1386496
[18:15:44]  [TCP] File data received: 1388544
